     1   -1.805553   -1.805553
     2   -1.805553   -1.805553
     3   -1.736399   -1.736399
     4   -1.736399   -1.736399
     5   -1.648825   -1.648825
     6   -1.648825   -1.648825
     7   -1.514184   -1.514184
     8   -1.514184   -1.514184
     9   -1.354573   -1.354573
    10   -1.354573   -1.354573
    11   -1.164624   -1.164624
    12   -1.164624   -1.164624
    13   -1.163465   -1.163465
    14   -1.163465   -1.163465
    15   -1.078523   -1.078523
    16   -1.078523   -1.078523
    17   -0.956561   -0.956561
    18   -0.956561   -0.956561
    19   -0.954435   -0.954435
    20   -0.954435   -0.954435
    21   -0.775577   -0.775577
    22   -0.775577   -0.775577
    23   -0.739181   -0.739181
    24   -0.739181   -0.739181
    25   -0.564054   -0.564054
    26   -0.564054   -0.564054
    27   -0.522000   -0.522000
    28   -0.522000   -0.522000
    29   -0.331186   -0.331186
    30   -0.331186   -0.331186
    31   -0.313602   -0.313602
    32   -0.313602   -0.313602
    33   -0.290466   -0.290466
    34   -0.290466   -0.290466
    35   -0.216233   -0.216233
    36   -0.216233   -0.216233
    37   -0.131127   -0.131127
    38   -0.131127   -0.131127
    39   -0.058141   -0.058141
    40   -0.058141   -0.058141
    41   -0.018804   -0.018804
    42   -0.018804   -0.018804
    43   -0.011072   -0.011072
    44   -0.011072   -0.011072
    45    0.049686    0.049686
    46    0.049686    0.049686
    47    0.093066    0.093066
    48    0.093066    0.093066
    49    0.142835    0.142835
    50    0.142835    0.142835
    51    0.154450    0.154450
    52    0.154450    0.154450
    53    0.186901    0.186901
    54    0.186901    0.186901
    55    0.235576    0.235576
    56    0.235576    0.235576
    57    0.449550    0.449550
    58    0.449550    0.449550
    59    0.547200    0.547200
    60    0.547200    0.547200
    61    0.643920    0.643920
    62    0.643920    0.643920
    63    0.862399    0.862399
    64    0.862399    0.862399
    65    1.071947    1.071947
    66    1.071947    1.071947
    67    1.229411    1.229411
    68    1.229411    1.229411
    69    1.263553    1.263553
    70    1.263553    1.263553
    71    1.409995    1.409995
    72    1.409995    1.409995
    73    1.417266    1.417266
    74    1.417266    1.417266
    75    1.697209    1.697209
    76    1.697209    1.697209
    77    1.733088    1.733088
    78    1.733088    1.733088
    79    1.798265    1.798265
    80    1.798265    1.798265
    81    1.916314    1.916314
    82    1.916314    1.916314
    83    2.066856    2.066856
    84    2.066856    2.066856
    85    2.132954    2.132954
    86    2.132954    2.132954
    87    2.181468    2.181468
    88    2.181468    2.181468
    89    2.317767    2.317767
    90    2.317767    2.317767
    91    2.358674    2.358674
    92    2.358674    2.358674
    93    2.472834    2.472834
    94    2.472834    2.472834
    95    2.507887    2.507887
    96    2.507887    2.507887
    97    2.813373    2.813373
    98    2.813373    2.813373
    99    2.993421    2.993421
   100    2.993421    2.993421
   101    3.183327    3.183327
   102    3.183327    3.183327
   103    3.481931    3.481931
   104    3.481931    3.481931
   105    3.534943    3.534943
   106    3.534943    3.534943
   107    3.857853    3.857853
   108    3.857853    3.857853
   109    3.956878    3.956878
   110    3.956878    3.956878
   111    4.106194    4.106194
   112    4.106194    4.106194
   113    4.328302    4.328302
   114    4.328302    4.328302
   115    4.412439    4.412439
   116    4.412439    4.412439
   117    4.420597    4.420597
   118    4.420597    4.420597
   119    4.849615    4.849615
   120    4.849615    4.849615
   121    5.235554    5.235554
   122    5.235554    5.235554
   123    5.537273    5.537273
   124    5.537273    5.537273
   125    5.792877    5.792877
   126    5.792877    5.792877
   127    5.902936    5.902936
   128    5.902936    5.902936
