     1   -2.179146   -2.179146
     2   -2.179146   -2.179146
     3   -2.108195   -2.108195
     4   -2.108195   -2.108195
     5   -1.887622   -1.887622
     6   -1.887622   -1.887622
     7   -1.680654   -1.680654
     8   -1.680654   -1.680654
     9   -1.420980   -1.420980
    10   -1.420980   -1.420980
    11   -1.115425   -1.115425
    12   -1.115425   -1.115425
    13   -0.783764   -0.783764
    14   -0.783764   -0.783764
    15   -0.442149   -0.442149
    16   -0.442149   -0.442149
    17   -0.108865   -0.108865
    18   -0.108865   -0.108865
    19    0.187782    0.187782
    20    0.187782    0.187782
    21    0.397979    0.397979
    22    0.397979    0.397979
    23    0.439313    0.439313
    24    0.439313    0.439313
    25    0.481804    0.481804
    26    0.481804    0.481804
    27    0.488849    0.488849
    28    0.488849    0.488849
    29    1.100090    1.100090
    30    1.100090    1.100090
    31    1.113023    1.113023
    32    1.113023    1.113023
    33    1.266258    1.266258
    34    1.266258    1.266258
    35    1.285848    1.285848
    36    1.285848    1.285848
    37    1.982328    1.982328
    38    1.982328    1.982328
    39    2.047123    2.047123
    40    2.047123    2.047123
    41    2.204998    2.204998
    42    2.204998    2.204998
    43    2.241468    2.241468
    44    2.241468    2.241468
    45    2.423967    2.423967
    46    2.423967    2.423967
    47    2.690229    2.690229
    48    2.690229    2.690229
    49    3.010867    3.010867
    50    3.010867    3.010867
    51    3.345286    3.345286
    52    3.345286    3.345286
    53    3.670122    3.670122
    54    3.670122    3.670122
    55    3.963608    3.963608
    56    3.963608    3.963608
    57    4.239277    4.239277
    58    4.239277    4.239277
    59    4.446632    4.446632
    60    4.446632    4.446632
    61    4.581833    4.581833
    62    4.581833    4.581833
    63    4.718116    4.718116
    64    4.718116    4.718116
